_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs/0/WhPerMile,userInputs/0/kWhRequested,userInputs/0/milesRequested,userInputs/0/minutesAvailable,userInputs/0/modifiedAt,userInputs/0/paymentRequired,userInputs/0/requestedDeparture,userInputs/0/userID,userInputs/0,userInputs/1/WhPerMile,userInputs/1/kWhRequested,userInputs/1/milesRequested,userInputs/1/minutesAvailable,userInputs/1/modifiedAt,userInputs/1/paymentRequired,userInputs/1/requestedDeparture,userInputs/1/userID,userInputs/2/WhPerMile,userInputs/2/kWhRequested,userInputs/2/milesRequested,userInputs/2/minutesAvailable,userInputs/2/modifiedAt,userInputs/2/paymentRequired,userInputs/2/requestedDeparture,userInputs/2/userID,userInputs/3/WhPerMile,userInputs/3/kWhRequested,userInputs/3/milesRequested,userInputs/3/minutesAvailable,userInputs/3/modifiedAt,userInputs/3/paymentRequired,userInputs/3/requestedDeparture,userInputs/3/userID,userInputs/4/WhPerMile,userInputs/4/kWhRequested,userInputs/4/milesRequested,userInputs/4/minutesAvailable,userInputs/4/modifiedAt,userInputs/4/paymentRequired,userInputs/4/requestedDeparture,userInputs/4/userID,userInputs/5/WhPerMile,userInputs/5/kWhRequested,userInputs/5/milesRequested,userInputs/5/minutesAvailable,userInputs/5/modifiedAt,userInputs/5/paymentRequired,userInputs/5/requestedDeparture,userInputs/5/userID,userInputs/6/WhPerMile,userInputs/6/kWhRequested,userInputs/6/milesRequested,userInputs/6/minutesAvailable,userInputs/6/modifiedAt,userInputs/6/paymentRequired,userInputs/6/requestedDeparture,userInputs/6/userID,userInputs/7/WhPerMile,userInputs/7/kWhRequested,userInputs/7/milesRequested,userInputs/7/minutesAvailable,userInputs/7/modifiedAt,userInputs/7/paymentRequired,userInputs/7/requestedDeparture,userInputs/7/userID,userInputs/8/WhPerMile,userInputs/8/kWhRequested,userInputs/8/milesRequested,userInputs/8/minutesAvailable,userInputs/8/modifiedAt,userInputs/8/paymentRequired,userInputs/8/requestedDeparture,userInputs/8/userID,userInputs/9/WhPerMile,userInputs/9/kWhRequested,userInputs/9/milesRequested,userInputs/9/minutesAvailable,userInputs/9/modifiedAt,userInputs/9/paymentRequired,userInputs/9/requestedDeparture,userInputs/9/userID
5fdd57bef9af8b16e6675de4,39,"Mon, 23 Nov 2020 21:10:28 GMT","Tue, 24 Nov 2020 00:41:00 GMT","Mon, 23 Nov 2020 22:16:56 GMT",2.248,2_39_78_365_2020-11-23 21:10:28.032817,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Mon, 23 Nov 2020 21:11:08 GMT",True,"Mon, 23 Nov 2020 23:10:28 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57bef9af8b16e6675de5,39,"Mon, 23 Nov 2020 23:02:45 GMT","Tue, 24 Nov 2020 00:16:07 GMT","Tue, 24 Nov 2020 00:15:58 GMT",4.172,2_39_89_25_2020-11-23 23:02:45.156524,2,CA-315,2-39-89-25,America/Los_Angeles,743.0,250.0,7.5,30.0,180.0,"Mon, 23 Nov 2020 23:02:55 GMT",True,"Tue, 24 Nov 2020 02:02:45 GMT",743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57bef9af8b16e6675de6,39,"Tue, 24 Nov 2020 00:00:36 GMT","Tue, 24 Nov 2020 03:41:05 GMT","Tue, 24 Nov 2020 01:34:23 GMT",5.339,2_39_139_28_2020-11-24 00:00:36.344838,2,CA-303,2-39-139-28,America/Los_Angeles,9048.0,450.0,13.5,30.0,300.0,"Tue, 24 Nov 2020 00:00:55 GMT",True,"Tue, 24 Nov 2020 05:00:36 GMT",9048.0,,450.0,13.5,30.0,120.0,"Tue, 24 Nov 2020 00:01:12 GMT",True,"Tue, 24 Nov 2020 02:00:36 GMT",9048.0,450.0,13.5,30.0,157.0,"Tue, 24 Nov 2020 00:01:24 GMT",True,"Tue, 24 Nov 2020 02:37:36 GMT",9048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57bef9af8b16e6675de7,39,"Tue, 24 Nov 2020 02:10:58 GMT","Tue, 24 Nov 2020 02:51:55 GMT",,21.768,2_39_81_4550_2020-11-24 02:10:57.682788,2,11900388,2-39-81-4550,America/Los_Angeles,9266.0,300.0,48.0,160.0,461.0,"Tue, 24 Nov 2020 02:11:15 GMT",True,"Tue, 24 Nov 2020 09:51:58 GMT",9266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675de8,39,"Tue, 24 Nov 2020 15:58:06 GMT","Wed, 25 Nov 2020 00:09:18 GMT","Tue, 24 Nov 2020 18:24:25 GMT",9.361,2_39_79_379_2020-11-24 15:58:05.914578,2,CA-327,2-39-79-379,America/Los_Angeles,3853.0,310.0,62.0,200.0,605.0,"Tue, 24 Nov 2020 15:58:21 GMT",True,"Wed, 25 Nov 2020 02:03:06 GMT",3853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675de9,39,"Tue, 24 Nov 2020 17:22:11 GMT","Wed, 25 Nov 2020 02:39:20 GMT","Tue, 24 Nov 2020 19:09:41 GMT",6.076,2_39_139_28_2020-11-24 17:22:11.459586,2,CA-303,2-39-139-28,America/Los_Angeles,9048.0,450.0,13.5,30.0,300.0,"Tue, 24 Nov 2020 17:22:23 GMT",True,"Tue, 24 Nov 2020 22:22:11 GMT",9048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675dea,39,"Tue, 24 Nov 2020 21:31:25 GMT","Wed, 25 Nov 2020 02:47:09 GMT","Tue, 24 Nov 2020 22:39:11 GMT",2.305,2_39_78_365_2020-11-24 21:31:24.780131,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Tue, 24 Nov 2020 21:31:54 GMT",True,"Tue, 24 Nov 2020 23:31:25 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675deb,39,"Tue, 24 Nov 2020 22:06:34 GMT","Tue, 24 Nov 2020 22:44:40 GMT","Tue, 24 Nov 2020 22:37:09 GMT",0.898,2_39_83_386_2020-11-24 22:06:33.835532,2,CA-212,2-39-83-386,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675dec,39,"Tue, 24 Nov 2020 22:45:56 GMT","Tue, 24 Nov 2020 23:27:06 GMT",,10.806,2_39_81_4550_2020-11-24 22:45:56.070209,2,11900388,2-39-81-4550,America/Los_Angeles,7132.0,274.0,8.22,30.0,480.0,"Tue, 24 Nov 2020 22:47:03 GMT",True,"Wed, 25 Nov 2020 06:45:56 GMT",7132.0,,274.0,16.44,60.0,480.0,"Tue, 24 Nov 2020 23:05:23 GMT",True,"Wed, 25 Nov 2020 06:45:56 GMT",7132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675ded,39,"Tue, 24 Nov 2020 23:17:52 GMT","Wed, 25 Nov 2020 00:13:22 GMT","Wed, 25 Nov 2020 00:02:27 GMT",4.534,2_39_131_30_2020-11-24 23:17:51.960207,2,CA-305,2-39-131-30,America/Los_Angeles,2290.0,299.0,29.9,100.0,300.0,"Tue, 24 Nov 2020 23:18:24 GMT",True,"Wed, 25 Nov 2020 04:17:52 GMT",2290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675dee,39,"Wed, 25 Nov 2020 02:06:32 GMT","Wed, 25 Nov 2020 02:29:04 GMT",,9.09,2_39_81_4550_2020-11-25 02:06:32.326649,2,11900388,2-39-81-4550,America/Los_Angeles,9266.0,300.0,48.0,160.0,461.0,"Wed, 25 Nov 2020 02:06:56 GMT",True,"Wed, 25 Nov 2020 09:47:32 GMT",9266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675def,39,"Wed, 25 Nov 2020 02:29:07 GMT","Wed, 25 Nov 2020 02:40:29 GMT",,2.35,2_39_81_4550_2020-11-25 02:29:07.331920,2,11900388,2-39-81-4550,America/Los_Angeles,9266.0,300.0,48.0,160.0,461.0,"Wed, 25 Nov 2020 02:29:38 GMT",True,"Wed, 25 Nov 2020 10:10:07 GMT",9266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c1f9af8b16e6675df0,39,"Wed, 25 Nov 2020 03:17:20 GMT","Wed, 25 Nov 2020 03:55:54 GMT",,11.047,2_39_81_4550_2020-11-25 03:17:19.506673,2,11900388,2-39-81-4550,America/Los_Angeles,316.0,290.0,20.3,70.0,146.0,"Wed, 25 Nov 2020 03:18:13 GMT",True,"Wed, 25 Nov 2020 05:43:20 GMT",316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c5f9af8b16e6675df1,39,"Wed, 25 Nov 2020 16:13:44 GMT","Wed, 25 Nov 2020 16:35:41 GMT",,8.728,2_39_81_4550_2020-11-25 16:13:44.115684,2,11900388,2-39-81-4550,America/Los_Angeles,1039.0,283.0,28.3,100.0,288.0,"Wed, 25 Nov 2020 16:14:44 GMT",True,"Wed, 25 Nov 2020 21:01:44 GMT",1039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c5f9af8b16e6675df2,39,"Wed, 25 Nov 2020 19:37:35 GMT","Thu, 26 Nov 2020 03:38:58 GMT","Wed, 25 Nov 2020 20:42:40 GMT",2.194,2_39_78_365_2020-11-25 19:37:34.510780,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Wed, 25 Nov 2020 19:38:17 GMT",True,"Wed, 25 Nov 2020 21:37:35 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c5f9af8b16e6675df3,39,"Wed, 25 Nov 2020 23:00:21 GMT","Wed, 25 Nov 2020 23:37:11 GMT",,11.563,2_39_81_4550_2020-11-25 23:00:20.689697,2,11900388,2-39-81-4550,America/Los_Angeles,316.0,290.0,20.3,70.0,146.0,"Wed, 25 Nov 2020 23:00:35 GMT",True,"Thu, 26 Nov 2020 01:26:21 GMT",316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c5f9af8b16e6675df4,39,"Wed, 25 Nov 2020 23:39:34 GMT","Thu, 26 Nov 2020 02:49:50 GMT","Thu, 26 Nov 2020 01:59:38 GMT",7.995,2_39_139_28_2020-11-25 23:39:34.008532,2,CA-303,2-39-139-28,America/Los_Angeles,9048.0,450.0,13.5,30.0,300.0,"Wed, 25 Nov 2020 23:39:48 GMT",True,"Thu, 26 Nov 2020 04:39:34 GMT",9048.0,,450.0,9.0,20.0,300.0,"Wed, 25 Nov 2020 23:40:23 GMT",True,"Thu, 26 Nov 2020 04:39:34 GMT",9048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c5f9af8b16e6675df5,39,"Thu, 26 Nov 2020 00:00:32 GMT","Thu, 26 Nov 2020 00:51:14 GMT","Thu, 26 Nov 2020 00:49:47 GMT",2.314,2_39_125_21_2020-11-26 00:00:32.070811,2,CA-311,2-39-125-21,America/Los_Angeles,1746.0,350.0,35.0,100.0,534.0,"Thu, 26 Nov 2020 00:00:46 GMT",True,"Thu, 26 Nov 2020 08:54:32 GMT",1746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c8f9af8b16e6675df6,39,"Thu, 26 Nov 2020 17:29:16 GMT","Thu, 26 Nov 2020 22:47:17 GMT","Thu, 26 Nov 2020 21:58:55 GMT",15.943,2_39_139_28_2020-11-26 17:29:15.581338,2,CA-303,2-39-139-28,America/Los_Angeles,9502.0,310.0,15.5,50.0,180.0,"Thu, 26 Nov 2020 17:31:02 GMT",True,"Thu, 26 Nov 2020 20:29:16 GMT",9502.0,,310.0,18.6,60.0,180.0,"Thu, 26 Nov 2020 17:31:35 GMT",True,"Thu, 26 Nov 2020 20:29:16 GMT",9502.0,310.0,18.6,60.0,240.0,"Thu, 26 Nov 2020 17:44:24 GMT",True,"Thu, 26 Nov 2020 21:29:16 GMT",9502.0,310.0,15.5,50.0,240.0,"Thu, 26 Nov 2020 17:45:00 GMT",True,"Thu, 26 Nov 2020 21:29:16 GMT",9502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c8f9af8b16e6675df7,39,"Fri, 27 Nov 2020 01:08:06 GMT","Fri, 27 Nov 2020 01:53:36 GMT",,29.655,2_39_81_4550_2020-11-27 01:08:00.259609,2,11900388,2-39-81-4550,America/Los_Angeles,1895.0,283.0,84.9,300.0,865.0,"Fri, 27 Nov 2020 01:08:06 GMT",True,"Fri, 27 Nov 2020 15:33:06 GMT",1895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57c8f9af8b16e6675df8,39,"Fri, 27 Nov 2020 05:34:45 GMT","Sat, 28 Nov 2020 01:27:51 GMT","Fri, 27 Nov 2020 09:27:57 GMT",13.841,2_39_139_28_2020-11-27 05:34:44.667246,2,CA-303,2-39-139-28,America/Los_Angeles,9502.0,310.0,15.5,50.0,180.0,"Fri, 27 Nov 2020 05:34:53 GMT",True,"Fri, 27 Nov 2020 08:34:45 GMT",9502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57caf9af8b16e6675df9,39,"Fri, 27 Nov 2020 22:39:07 GMT","Sat, 28 Nov 2020 00:46:48 GMT","Sat, 28 Nov 2020 00:46:43 GMT",7.711,2_39_130_31_2020-11-27 22:39:07.103469,2,CA-306,2-39-130-31,America/Los_Angeles,9048.0,450.0,13.5,30.0,300.0,"Fri, 27 Nov 2020 22:39:48 GMT",True,"Sat, 28 Nov 2020 03:39:07 GMT",9048.0,,450.0,13.5,30.0,120.0,"Fri, 27 Nov 2020 22:40:02 GMT",True,"Sat, 28 Nov 2020 00:39:07 GMT",9048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57caf9af8b16e6675dfa,39,"Fri, 27 Nov 2020 23:17:54 GMT","Sat, 28 Nov 2020 05:05:24 GMT","Fri, 27 Nov 2020 23:48:25 GMT",0.897,2_39_78_360_2020-11-27 23:17:54.127118,2,CA-322,2-39-78-360,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57caf9af8b16e6675dfb,39,"Sat, 28 Nov 2020 02:45:44 GMT","Sat, 28 Nov 2020 03:44:51 GMT",,44.286,2_39_81_4550_2020-11-28 02:44:53.746650,2,11900388,2-39-81-4550,America/Los_Angeles,9570.0,258.0,51.6,200.0,634.0,"Sat, 28 Nov 2020 02:45:43 GMT",True,"Sat, 28 Nov 2020 13:19:44 GMT",9570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675dfc,39,"Sat, 28 Nov 2020 19:08:45 GMT","Sat, 28 Nov 2020 20:00:07 GMT",,11.944,2_39_81_4550_2020-11-28 19:08:44.929741,2,11900388,2-39-81-4550,America/Los_Angeles,856.0,400.0,8.0,20.0,60.0,"Sat, 28 Nov 2020 19:09:07 GMT",True,"Sat, 28 Nov 2020 20:08:45 GMT",856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675dfd,39,"Sat, 28 Nov 2020 19:50:39 GMT","Sat, 28 Nov 2020 22:37:16 GMT","Sat, 28 Nov 2020 20:21:02 GMT",0.874,2_39_139_28_2020-11-28 19:50:38.640109,2,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675dfe,39,"Sat, 28 Nov 2020 21:15:02 GMT","Sat, 28 Nov 2020 21:54:13 GMT",,7.434,2_39_81_4550_2020-11-28 21:14:36.571013,2,11900388,2-39-81-4550,America/Los_Angeles,8197.0,290.0,29.0,100.0,480.0,"Sat, 28 Nov 2020 21:15:01 GMT",True,"Sun, 29 Nov 2020 05:15:02 GMT",8197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675dff,39,"Sat, 28 Nov 2020 22:31:59 GMT","Sun, 29 Nov 2020 04:03:48 GMT","Sat, 28 Nov 2020 23:41:42 GMT",2.276,2_39_78_365_2020-11-28 22:31:58.892403,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Sat, 28 Nov 2020 22:32:36 GMT",True,"Sun, 29 Nov 2020 00:31:59 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675e00,39,"Sat, 28 Nov 2020 23:01:03 GMT","Sun, 29 Nov 2020 02:17:49 GMT","Sun, 29 Nov 2020 01:34:12 GMT",9.993,2_39_128_18_2020-11-28 23:00:47.242609,2,CA-308,2-39-128-18,America/Los_Angeles,9587.0,296.0,29.6,100.0,288.0,"Sat, 28 Nov 2020 23:01:02 GMT",True,"Sun, 29 Nov 2020 03:49:03 GMT",9587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675e01,39,"Sun, 29 Nov 2020 00:08:26 GMT","Sun, 29 Nov 2020 01:58:42 GMT","Sun, 29 Nov 2020 01:58:34 GMT",12.724,2_39_131_30_2020-11-29 00:08:25.885773,2,CA-305,2-39-131-30,America/Los_Angeles,1085.0,283.0,56.6,200.0,589.0,"Sun, 29 Nov 2020 00:08:31 GMT",True,"Sun, 29 Nov 2020 09:57:26 GMT",1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675e02,39,"Sun, 29 Nov 2020 00:08:51 GMT","Sun, 29 Nov 2020 01:58:19 GMT","Sun, 29 Nov 2020 01:54:31 GMT",5.275,2_39_138_29_2020-11-29 00:08:50.518664,2,CA-304,2-39-138-29,America/Los_Angeles,1395.0,250.0,7.5,30.0,488.0,"Sun, 29 Nov 2020 00:09:27 GMT",True,"Sun, 29 Nov 2020 08:16:51 GMT",1395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57cdf9af8b16e6675e03,39,"Sun, 29 Nov 2020 01:38:38 GMT","Sun, 29 Nov 2020 02:07:14 GMT",,12.75,2_39_81_4550_2020-11-29 01:38:37.885424,2,11900388,2-39-81-4550,America/Los_Angeles,316.0,290.0,20.3,70.0,146.0,"Sun, 29 Nov 2020 01:38:54 GMT",True,"Sun, 29 Nov 2020 04:04:38 GMT",316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d0f9af8b16e6675e04,39,"Sun, 29 Nov 2020 18:41:49 GMT","Sun, 29 Nov 2020 20:13:34 GMT","Sun, 29 Nov 2020 19:49:59 GMT",3.441,2_39_79_379_2020-11-29 18:41:49.184997,2,CA-327,2-39-79-379,America/Los_Angeles,2291.0,330.0,33.0,100.0,480.0,"Sun, 29 Nov 2020 18:42:38 GMT",True,"Mon, 30 Nov 2020 02:41:49 GMT",2291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d0f9af8b16e6675e05,39,"Sun, 29 Nov 2020 19:14:58 GMT","Mon, 30 Nov 2020 03:41:28 GMT","Sun, 29 Nov 2020 22:15:22 GMT",10.476,2_39_139_28_2020-11-29 19:14:58.031888,2,CA-303,2-39-139-28,America/Los_Angeles,9048.0,450.0,13.5,30.0,300.0,"Sun, 29 Nov 2020 19:15:51 GMT",True,"Mon, 30 Nov 2020 00:14:58 GMT",9048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d0f9af8b16e6675e06,39,"Mon, 30 Nov 2020 00:18:58 GMT","Mon, 30 Nov 2020 05:40:03 GMT","Mon, 30 Nov 2020 01:24:55 GMT",2.223,2_39_78_365_2020-11-30 00:18:58.156393,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Mon, 30 Nov 2020 00:19:41 GMT",True,"Mon, 30 Nov 2020 02:18:58 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e07,39,"Mon, 30 Nov 2020 16:02:59 GMT","Mon, 30 Nov 2020 17:02:22 GMT","Mon, 30 Nov 2020 16:59:59 GMT",2.143,2_39_125_21_2020-11-30 16:02:59.486705,2,CA-311,2-39-125-21,America/Los_Angeles,1746.0,350.0,35.0,100.0,534.0,"Mon, 30 Nov 2020 16:03:13 GMT",True,"Tue, 01 Dec 2020 00:56:59 GMT",1746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e08,39,"Mon, 30 Nov 2020 17:13:30 GMT","Mon, 30 Nov 2020 22:41:50 GMT","Mon, 30 Nov 2020 22:42:48 GMT",0.894,2_39_83_386_2020-11-30 17:13:29.994089,2,CA-212,2-39-83-386,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e09,39,"Mon, 30 Nov 2020 18:33:34 GMT","Mon, 30 Nov 2020 19:28:22 GMT",,20.981,2_39_81_4550_2020-11-30 18:33:33.964339,2,11900388,2-39-81-4550,America/Los_Angeles,7132.0,274.0,8.22,30.0,480.0,"Mon, 30 Nov 2020 18:33:51 GMT",True,"Tue, 01 Dec 2020 02:33:34 GMT",7132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e0a,39,"Mon, 30 Nov 2020 22:33:25 GMT","Tue, 01 Dec 2020 03:51:03 GMT","Mon, 30 Nov 2020 23:40:16 GMT",2.239,2_39_78_365_2020-11-30 22:33:25.300548,2,CA-321,2-39-78-365,America/Los_Angeles,1082.0,290.0,5.8,20.0,120.0,"Mon, 30 Nov 2020 22:34:36 GMT",True,"Tue, 01 Dec 2020 00:33:25 GMT",1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e0b,39,"Tue, 01 Dec 2020 02:10:20 GMT","Tue, 01 Dec 2020 02:49:04 GMT",,21.032,2_39_81_4550_2020-12-01 02:10:19.997513,2,11900388,2-39-81-4550,America/Los_Angeles,9266.0,300.0,48.0,160.0,461.0,"Tue, 01 Dec 2020 02:10:41 GMT",True,"Tue, 01 Dec 2020 09:51:20 GMT",9266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e0c,39,"Tue, 01 Dec 2020 04:02:32 GMT","Tue, 01 Dec 2020 04:17:36 GMT",,6.367,2_39_81_4550_2020-12-01 04:02:32.406901,2,11900388,2-39-81-4550,America/Los_Angeles,9625.0,319.0,28.71,90.0,259.0,"Tue, 01 Dec 2020 04:03:33 GMT",True,"Tue, 01 Dec 2020 08:21:32 GMT",9625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d3f9af8b16e6675e0d,39,"Tue, 01 Dec 2020 04:19:01 GMT","Tue, 01 Dec 2020 04:54:25 GMT","Tue, 01 Dec 2020 04:49:38 GMT",0.737,2_39_127_19_2020-12-01 04:19:01.008160,2,CA-309,2-39-127-19,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fdd57d8f9af8b16e6675e0e,39,"Tue, 01 Dec 2020 13:59:06 GMT","Tue, 01 Dec 2020 19:33:50 GMT","Tue, 01 Dec 2020 15:20:41 GMT",7.877,2_39_131_30_2020-12-01 13:58:55.468429,2,CA-305,2-39-131-30,America/Los_Angeles,8677.0,310.0,15.5,50.0,240.0,"Tue, 01 Dec 2020 13:59:05 GMT",True,"Tue, 01 Dec 2020 17:59:06 GMT",8677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
